lng,lat,kategorie,contact:website,addr:housenumber,addr:street,addr:postcode,addr:City,name,osm,contact:phone,opening_hours,image,contact:email,description
15.4078236,47.0736192,kaufen,,,,,,Bäckerei Europa,https://www.openstreetmap.org/node/4774415823,,Mo-So 6:00-21:00,https://commons.wikimedia.org/wiki/File:B%C3%A4ckerei_Europa.jpg,,Frisch gebackenes Brot und Coffee to go. Alle Produkte werden von Montag bis Sonntag täglich mehrmals zubereitet. Tipp: frischer Burek.
15.4125018,47.0791057,zukunft,,,,,,Baufeld Süd,https://www.openstreetmap.org/way/495193886,0676 40 68 818,,,vorort@stadtlaborgraz.at,"Ein lebendiges neues Zentrum für den gesamten Stadtteil, wo neben Wohnungen auch Geschäfte (Lebensmittel, Dienstleistungen, etc.) zu finden sind. Neben begrünten Dächern werden hier auch mietbare Dachgärten gebaut. Vom Aussehen her erinnert das Zentrum an alten Industriehallen – ein Architekturwettbewerb hat dieses Projekt als Sieger gekürt."
15.41207,47.07811,geschichte,,,,,,Eisenbahnsiedlung,,,,,,"„Das Haus mit dem grauen Dach das ist als erstes gestanden. Und das was nebenan ist, also  Nummer 76 und 74, das hat es noch nicht gegeben. Das hat ausgeschaut, 7 Stocke, wie ein Turm.“"
15.4051309,47.0730566,essen,http://www.dolcevita-graz.at,,,,,Pizzeria Dolce Vita,https://www.openstreetmap.org/node/2972015642,0316 577339,Mo-So 11:00-23:00,,,Einzelgerichte und kombinierte Menüs. Das Essen kann auch online bestellt werden.
15.4084111,47.0718514,kaufen,http://www.neubauer-zweirad.at,,,,,ZEG Neubauer,https://www.openstreetmap.org/node/288172339,0316 581300,Mo-Fr 8:00 – 12:00 und 14:30 – 18:00; Sa 8:00 – 12:00,https://commons.wikimedia.org/wiki/File:ZEG.jpg,office@neubauer-zweirad.at,Fahrradhandel und Reparaturen
15.41247,47.08266,geschichte,,,,,,Grazer Glasfabrik,,,,,,"„Auf der Linken Seite der Eisenbahn hat es die Grazer Glasfabrik gegeben. Die hat die Flaschen erzeugt, also Bierflaschen.“"
15.4046624,47.0743676,kaufen,http://www.schutzengelapotheke-graz.at‎,,,,,Apotheke Schutzengel,https://www.openstreetmap.org/node/270508834,0316 5812650,,,,Schulmedizin und Naturheilkunde. Beratungstermine auf Anfrage.
15.40576,47.08004,geschichte,,,,,,Holzbau Kraner,,,,,,
15.41103,47.07798,geschichte,,,,,,Hügel,,,,,,"„Da vis a vis, da war ein bisschen Hügel, da sind die Kinder Schlitten gefahren, Ski gefahren.“"
15.4047419,47.0750963,essen,,,,,,Café Stub'n,https://www.openstreetmap.org/way/221771125,,,,,
15.4077881,47.0734766,essen,http://www.facebook.com/HavanaBalkan/,,,,,Club Havana Balkan,https://www.openstreetmap.org/node/4774476876,0676 9114720,Fr 17:00-3:00; Sa 17:00-3:00,,,
15.4048111,47.0730633,essen,,,,,,Kebaphaus Eggenberg,https://www.openstreetmap.org/node/2307853229,,,,,
15.4044737,47.0815179,kaufen,http://www.rosenapo.at,,,,,Rosen Apotheke,https://www.openstreetmap.org/node/270508841,0316 570070,"Mo-Fr 8:00-18:30, Sa 8:00-12:30",,info@rosenapo.at,"Im ersten Obergeschoß der Rosen Apotheke wurde auf 150 m² ein Wohlfühlbereich mit einem Schönheitssalon für Kosmetik, Massage und Fußpflege eingerichtet. Tipp: Shiatsu - jeden Freitag!"
15.4082439,47.0759285,kaufen,,,,,,Hofer,https://www.openstreetmap.org/way/161094259,,Mo-Fr 7:40-20:00 Sa 7:40-18:00,,,Lebensmittelhandel
15.4131625,47.0752786,essen,,,,,,Restaurant / Pizzeria Calamar,https://www.openstreetmap.org/way/87979332,0676 6829471,"Mo-Sa 10:00-22:00, So Rugetag, Feiertage 11:00-17:00",https://commons.wikimedia.org/wiki/File:Restaurant_Pizzeria.jpg,,"Italienische, griechische und österreichische Küche. Tipp: günstige Tagesmenüs."
15.4041088,47.08108,essen,konditorei-muhr.stadtausstellung.at/beruns,,,,,Konditorei Rathschüler,https://www.openstreetmap.org/node/270508849,0316 585140,Mo-Sa 7:00-19:30; So 7:00-19:00; Di Ruhetag,,,"Ein Kaffehaus mit traditioneller Kaffeehauskultur. Auf Bestellung erhalten Sie auch Torten für Taufe, Geburtstag und Hochzeit."
15.4062179,47.0743524,treffen,http://www.caritas-steiermark.at/hilfe-angebote/seniorinnen/wohnen/betreutes-wohnen/graz-lilienthalgasse/,,,,,Lebensräume Caritas,https://www.openstreetmap.org/way/203357610,0676 88015568,,https://commons.wikimedia.org/wiki/File:Lebensr%C3%A4ume_Caritas.jpg,bw-lilienthalgasse@caritas-steiermark.at,Betreutes Wohnen für SeniorInnen
15.4070024,47.0742992,essen,,,,,,Café Laura's Stüberl,https://www.openstreetmap.org/node/4587217902,,,https://commons.wikimedia.org/wiki/File:Caf%C3%A9_Laura%27s_St%C3%BCberl.jpg,,
